,production
18827,28945
18828,28984
18829,29018
18830,29878
18831,30203
18832,30662
18833,30391
18834,27450
18835,25589
18836,24857
18837,24777
18838,24723
18839,25339
18840,26414
18841,28348
18842,29074
18843,30215
18844,30523
18845,30792
18846,31071
18847,29647
18848,29175
18849,28314
18850,28280
18851,28148
18852,28563
18853,28267
18854,28729
18855,29224
18856,29458
18857,27853
18858,25163
18859,23450
18860,22739
18861,22631
18862,22541
18863,22734
18864,22991
18865,25036
18866,26678
18867,28078
18868,28580
18869,28836
18870,29015
18871,27446
18872,25474
18873,23664
18874,23907
18875,24015
18876,24057
18877,24067
18878,25138
18879,26425
18880,26609
18881,26115
18882,23122
18883,21507
18884,21022
18885,20781
18886,20448
18887,21288
18888,22022
18889,23010
18890,25148
18891,26967
18892,26750
18893,27318
18894,27792
18895,26722
18896,24748
18897,24206
18898,23983
18899,24186
18900,24492
18901,24526
18902,24870
18903,25611
18904,26092
18905,24574
18906,22255
18907,20927
18908,20168
18909,20109
18910,20438
18911,20718
18912,21505
18913,22733
18914,24289
18915,25519
18916,26928
18917,27940
18918,28439
18919,27090
18920,25532
18921,24790
18922,24662
18923,24754
18924,24867
18925,25221
18926,25056
18927,26032
18928,26672
18929,25747
18930,23098
18931,21845
18932,20932
18933,20718
18934,20844
18935,20841
18936,21672
18937,22169
18938,23893
18939,25121
18940,25610
18941,26596
18942,26932
18943,25503
18944,24027
18945,23137
18946,22869
18947,23288
18948,23400
18949,23607
18950,23896
18951,23690
18952,23647
18953,22707
18954,22340
18955,21151
18956,20921
18957,20814
18958,20729
18959,20941
18960,21665
18961,22086
18962,22871
18963,23576
18964,23799
18965,24761
18966,25379
18967,25040
18968,23562
18969,22643
18970,22452
18971,22827
18972,23126
18973,23528
18974,23735
18975,23837
18976,23505
18977,22794
18978,22106
18979,20890
18980,20322
18981,20072
18982,20308
18983,20469
18984,20898
18985,21254
18986,22658
18987,23299
18988,23651
18989,24326
18990,24596
18991,23231
18992,21922
18993,21314
18994,21246
18995,21306
18996,21773
18997,22155
18998,22628
18999,22940
19000,23623
19001,23021
19002,21706
19003,19307
19004,17949
19005,18030
19006,17971
19007,18482
19008,18774
19009,19312
19010,20331
19011,21374
19012,23142
19013,23530
19014,23806
19015,24217
19016,23672
19017,23864
19018,23069
19019,23370
19020,22690
19021,24066
19022,23847
19023,23753
19024,23792
19025,23517
19026,22179
19027,19889
19028,18471
19029,17952
19030,17911
19031,18086
19032,18542
19033,19542
19034,20437
19035,22269
19036,24498
19037,25261
19038,25510
19039,24995
19040,23909
19041,23318
19042,22583
19043,23273
19044,22918
19045,23344
19046,23519
19047,23751
19048,23478
19049,23067
19050,21614
19051,19393
19052,18242
19053,18058
19054,18059
19055,18383
19056,18475
19057,19355
19058,20439
19059,21933
19060,23467
19061,24409
19062,24582
19063,24051
19064,22517
19065,21696
19066,21433
19067,21633
19068,21971
19069,22112
19070,22277
19071,22562
19072,23145
19073,23502
19074,22173
19075,20051
19076,18780
19077,18995
19078,18767
19079,18891
19080,19570
19081,20285
19082,21064
19083,22806
19084,23700
19085,24498
19086,24958
19087,24601
19088,23537
19089,22690
19090,22451
19091,22882
19092,23219
19093,23339
19094,23487
19095,23638
19096,23750
19097,23976
19098,23035
19099,20537
19100,18844
19101,18446
19102,18447
19103,19005
19104,19643
19105,20247
19106,21396
19107,22601
19108,23727
19109,24340
19110,25162
19111,25155
19112,24089
19113,23561
19114,23748
19115,23663
19116,24024
19117,24258
19118,23786
19119,23456
19120,22539
19121,21205
19122,20466
19123,19334
19124,18693
19125,18611
19126,18694
19127,18347
19128,19630
19129,20081
19130,21385
19131,21879
19132,21880
19133,22677
19134,22880
19135,21334
19136,20944
19137,20384
19138,20538
19139,20956
19140,21464
19141,23098
19142,23060
19143,23392
19144,23377
19145,23103
19146,21905
19147,20214
19148,19560
19149,19532
19150,20351
19151,20650
19152,21137
19153,20909
19154,22724
19155,23176
19156,23884
19157,24820
19158,24622
19159,24555
19160,22822
19161,21816
19162,21882
19163,22819
19164,23813
19165,24138
19166,24433
19167,24936
19168,26040
19169,25753
19170,23685
19171,21258
19172,19849
19173,19287
19174,19383
19175,19444
19176,19801
19177,20347
19178,21044
19179,22691
19180,23531
19181,24366
19182,24122
19183,22939
19184,22041
19185,21946
19186,21562
19187,21594
19188,22107
19189,22040
19190,22105
19191,22529
19192,22999
19193,23249
19194,22235
19195,19868
19196,18313
19197,17815
19198,17974
19199,18520
19200,18665
19201,19303
19202,20941
19203,22036
19204,22912
19205,23144
19206,23074
19207,22529
19208,21382
19209,21066
19210,21492
19211,22019
19212,22058
19213,22345
19214,22486
19215,22839
19216,22860
19217,23137
19218,21521
19219,19403
19220,17942
19221,17546
19222,17523
19223,18357
19224,19002
19225,19033
19226,20175
19227,21281
19228,22173
19229,22729
19230,23011
19231,22616
19232,21765
19233,21143
19234,20915
19235,21006
19236,21116
19237,21186
19238,21536
19239,21750
19240,22279
19241,22288
19242,21023
19243,19046
19244,18056
19245,17780
19246,17626
19247,17786
19248,18221
19249,18659
19250,19628
19251,20650
19252,21742
19253,22692
19254,22852
19255,21875
19256,20839
19257,20427
19258,20619
19259,20706
19260,20849
19261,21530
19262,21947
19263,22723
19264,23683
19265,23921
19266,22724
19267,20634
19268,19628
19269,19070
19270,18742
19271,18598
19272,18745
19273,19037
19274,19685
19275,20527
19276,21635
19277,22941
19278,22785
19279,21626
19280,20727
19281,20080
19282,19906
19283,20012
19284,20835
19285,21472
19286,22006
19287,22131
19288,21962
19289,21518
19290,20728
19291,19899
19292,19426
19293,19021
19294,18748
19295,18706
19296,19376
19297,19554
19298,20279
19299,20628
19300,20975
19301,21201
19302,21525
19303,20752
19304,20283
19305,19836
19306,19845
19307,20295
19308,20637
19309,21252
19310,21857
19311,21971
19312,22268
19313,21929
19314,21342
19315,20146
19316,19459
19317,19284
19318,18982
19319,19036
19320,19560
19321,19911
19322,21422
19323,22087
19324,22735
19325,23431
19326,23798
19327,23069
19328,21961
19329,21365
19330,21309
19331,21642
19332,21971
19333,22325
19334,22534
19335,22935
19336,23158
19337,22883
19338,21653
19339,19719
19340,18715
19341,18534
19342,18543
19343,18894
19344,19186
19345,19741
19346,20768
19347,22191
19348,23138
19349,23990
19350,23962
19351,23828
19352,22842
19353,22391
19354,22215
19355,22385
19356,22373
19357,22384
19358,22882
19359,22274
19360,22319
19361,22246
19362,20872
19363,19000
19364,18000
19365,17676
19366,17601
19367,17623
19368,17837
19369,17975
19370,19305
19371,20471
19372,21646
19373,22275
19374,22563
19375,22288
19376,21054
19377,20369
19378,20317
19379,20478
19380,20509
19381,21657
19382,22091
19383,21760
19384,22161
19385,22410
19386,21180
19387,19101
19388,18152
19389,17826
19390,17860
19391,17838
19392,18075
19393,18526
19394,19458
19395,20680
19396,21795
19397,23240
19398,23147
19399,22050
19400,20803
19401,20424
19402,20356
19403,20570
19404,20806
19405,21344
19406,21752
19407,22531
19408,23706
19409,23771
19410,21939
19411,19514
19412,18097
19413,17511
19414,17237
19415,17267
19416,17265
19417,17737
19418,18375
19419,19271
19420,20241
19421,20893
19422,21124
19423,20620
19424,19937
19425,19308
19426,19278
19427,19315
19428,19886
19429,20123
19430,20181
19431,19988
19432,19477
19433,18678
19434,18228
19435,17189
19436,16708
19437,16410
19438,16485
19439,16485
19440,16772
19441,17021
19442,17640
19443,18600
19444,18777
19445,19702
19446,19690
19447,18368
19448,17397
19449,17086
19450,17322
19451,17533
19452,18091
19453,18311
19454,18393
19455,18475
19456,18078
19457,17156
19458,16624
19459,15879
19460,15496
19461,15372
19462,15381
19463,15442
19464,15741
19465,16121
19466,16826
19467,17445
19468,17896
19469,18445
19470,18734
19471,18275
19472,17814
19473,17564
19474,17505
19475,17827
19476,18042
19477,18467
19478,18851
19479,18754
19480,18465
19481,17635
19482,16733
19483,15917
19484,15466
19485,15331
19486,15292
19487,15386
19488,16532
19489,16933
19490,17981
19491,18828
19492,19645
19493,20162
19494,20158
19495,19660
19496,19298
19497,19149
19498,19273
19499,19514
19500,19854
19501,20248
19502,20628
19503,21291
19504,21807
19505,21813
19506,20767
19507,18450
19508,17223
19509,16785
19510,16756
19511,16805
19512,17159
19513,17372
19514,19051
19515,19766
19516,20454
19517,21464
19518,21322
19519,20281
19520,19502
19521,19452
19522,19551
19523,19622
19524,19746
19525,20251
19526,20440
19527,20795
19528,22416
19529,22432
19530,21081
19531,18505
19532,17190
19533,16775
19534,16689
19535,16647
19536,16705
19537,17035
19538,18624
19539,19838
19540,20743
19541,21557
19542,21335
19543,20362
19544,19842
19545,19097
19546,19558
19547,19620
19548,19829
19549,20234
19550,20493
19551,20967
19552,21755
19553,21907
19554,20943
19555,18325
19556,16938
19557,16510
19558,16309
19559,16613
19560,16598
19561,16735
19562,18469
19563,19864
19564,21153
19565,21722
19566,21433
19567,20724
19568,19606
19569,18928
19570,18897
19571,19298
19572,19436
19573,19760
19574,19854
19575,20303
19576,21088
19577,21074
19578,19709
19579,17435
19580,16072
19581,15747
19582,15907
19583,16117
19584,16525
19585,17155
19586,18317
19587,20267
19588,21290
19589,22019
19590,22022
19591,21005
19592,20089
19593,19627
19594,19338
19595,19608
19596,19979
19597,20562
19598,20804
19599,20266
19600,20178
19601,20140
19602,18736
19603,16778
19604,15521
19605,15301
19606,15262
19607,15547
19608,16042
19609,16170
19610,18047
19611,18974
19612,20288
19613,21267
19614,21392
19615,21059
19616,20188
19617,19510
19618,19790
19619,19946
19620,20690
19621,20407
19622,20898
19623,21022
19624,20299
19625,20196
19626,19319
19627,18439
19628,17580
19629,17440
19630,17365
19631,17333
19632,17705
19633,18077
19634,18659
19635,19962
19636,20472
19637,20617
19638,20338
19639,19356
19640,18965
19641,18550
19642,18745
19643,19053
19644,19841
19645,20344
19646,20867
19647,22450
19648,21893
19649,21675
19650,20466
19651,19319
19652,18473
19653,18189
19654,18030
19655,18469
19656,18970
19657,19546
19658,20614
19659,22089
19660,22938
19661,23541
19662,23288
19663,21932
19664,21185
19665,21111
19666,20926
19667,21340
19668,21552
19669,21988
19670,22053
19671,22343
19672,22889
19673,22824
19674,21711
19675,19555
19676,18260
19677,17896
19678,18105
19679,18395
19680,18836
19681,18919
19682,20944
19683,21714
19684,23449
19685,23699
19686,23717
19687,23198
19688,21792
19689,21380
19690,20450
19691,21149
19692,21573
19693,21776
19694,22001
19695,22323
19696,23481
19697,23560
19698,22218
19699,20082
19700,18627
19701,18105
19702,18217
19703,18191
19704,18231
19705,18677
19706,19982
19707,20741
19708,21434
19709,22471
19710,22508
19711,21505
19712,20602
19713,20769
19714,20050
19715,20934
19716,20572
19717,21176
19718,21097
19719,21366
19720,21456
19721,21573
19722,20013
19723,17811
19724,16723
19725,16523
19726,16760
19727,16817
19728,17090
19729,18032
19730,19821
19731,20883
19732,22502
19733,23285
19734,23496
19735,23500
19736,22673
19737,21914
19738,21186
19739,20798
19740,20888
19741,20794
19742,20919
19743,21212
19744,21088
19745,20725
19746,20024
19747,17457
19748,16162
19749,15952
19750,15979
19751,16110
19752,17218
19753,16813
19754,18552
19755,19683
19756,21402
19757,22471
19758,22081
19759,21535
19760,20870
19761,20106
19762,20055
19763,20401
19764,20450
19765,21055
19766,21404
19767,21499
19768,21626
19769,21797
19770,20469
19771,18895
19772,18112
19773,17196
19774,17403
19775,18022
19776,18279
19777,18850
19778,19717
19779,20772
19780,21557
19781,22715
19782,21973
19783,21328
19784,20729
19785,20097
19786,19813
19787,19991
19788,20673
19789,20660
19790,20757
19791,20336
19792,19450
19793,19081
19794,17793
19795,17120
19796,16670
19797,16551
19798,17169
19799,17168
19800,17413
19801,17875
19802,18502
19803,19759
19804,20007
19805,20970
19806,20797
19807,20843
19808,20611
19809,20587
19810,20629
19811,20777
19812,22034
19813,21731
19814,21497
19815,20462
19816,19699
19817,18230
19818,17361
19819,16364
19820,15632
19821,15900
19822,16261
19823,16581
19824,17127
19825,17714
19826,19037
19827,20795
19828,21188
19829,21641
19830,21418
19831,22075
19832,21428
19833,21232
19834,21484
19835,21625
19836,21800
19837,21925
19838,22183
19839,22221
19840,21755
19841,21344
19842,20278
19843,19076
19844,17426
19845,17192
19846,17089
19847,17610
19848,17747
19849,18379
19850,20230
19851,21959
19852,22921
19853,23214
19854,22740
19855,22440
19856,21959
19857,22012
19858,22138
19859,22411
19860,22367
19861,22667
19862,22734
19863,22104
19864,21943
19865,21435
19866,21092
19867,18671
19868,17744
19869,17307
19870,17282
19871,17650
19872,18020
19873,18672
19874,20926
19875,22286
19876,23493
19877,23925
19878,23377
19879,22651
19880,22082
19881,21676
19882,21515
19883,21673
19884,21643
19885,21754
19886,21719
19887,21702
19888,21723
19889,21490
19890,20235
19891,18536
19892,17388
19893,17325
19894,17459
19895,17727
19896,18464
19897,20218
19898,21245
19899,21718
19900,23390
19901,23846
19902,23809
19903,23493
19904,22778
19905,22156
19906,22213
19907,22210
19908,22288
19909,22291
19910,22267
19911,22098
19912,21604
19913,21565
19914,20264
19915,17773
19916,16872
19917,16830
19918,17113
19919,17436
19920,17860
19921,18614
19922,20496
19923,21622
19924,23103
19925,23830
19926,24085
19927,23652
19928,23081
19929,22534
19930,22538
19931,23077
19932,23338
19933,23428
19934,23519
19935,23463
19936,22610
19937,22032
19938,20114
19939,18070
19940,17286
19941,17154
19942,17503
19943,17399
19944,18121
19945,18988
19946,20817
19947,21524
19948,22952
19949,23474
19950,23296
19951,23250
19952,22708
19953,21638
19954,21812
19955,21651
19956,21860
19957,21585
19958,21128
19959,20420
19960,19364
19961,18878
19962,17972
19963,17419
19964,17121
19965,17143
19966,17133
19967,17808
19968,18507
19969,19758
19970,20497
19971,21178
19972,22051
19973,22515
19974,21846
19975,22114
19976,22005
19977,21703
19978,21711
19979,21214
19980,22281
19981,21553
19982,21224
19983,21562
19984,20253
19985,18793
19986,17816
19987,17113
19988,17539
19989,17512
19990,17859
19991,18354
19992,19371
19993,20016
19994,21284
19995,22155
19996,22746
19997,23121
19998,23119
19999,23117
20000,22750
20001,22667
20002,22490
20003,22608
20004,22392
20005,22480
20006,22319
20007,22289
20008,22046
20009,21753
20010,19650
20011,18343
20012,17464
20013,16956
20014,16935
20015,17264
20016,17746
20017,19280
20018,21195
20019,22598
20020,23586
20021,24133
20022,23598
20023,23279
20024,22051
20025,22049
20026,21940
20027,21783
20028,21644
20029,21958
20030,21410
20031,21529
20032,21905
20033,22078
20034,20690
20035,18837
20036,17821
20037,17602
20038,17455
20039,17813
20040,18013
20041,18847
20042,20290
20043,22193
20044,23459
20045,23831
20046,23448
20047,23674
20048,23071
20049,22955
20050,22415
20051,22450
20052,22145
20053,22186
20054,21784
20055,22009
20056,22672
20057,22706
20058,21003
20059,19127
20060,18226
20061,17689
20062,17967
20063,17952
20064,19411
20065,19958
20066,22532
20067,23106
20068,23420
20069,23556
20070,23426
20071,23115
20072,22617
20073,22145
20074,21605
20075,22451
20076,22227
20077,22347
20078,22109
20079,21672
20080,21935
20081,21453
20082,19639
20083,17580
20084,16778
20085,16626
20086,17043
20087,17340
20088,17298
20089,18342
20090,19323
20091,20884
20092,21939
20093,22532
20094,22249
20095,22024
20096,21725
20097,21084
20098,21486
20099,23336
20100,22643
20101,22618
20102,22780
20103,22950
20104,22956
20105,22674
20106,20593
20107,18252
20108,16805
20109,16007
20110,15590
20111,15905
20112,16292
20113,17813
20114,19019
20115,20311
20116,21176
20117,21625
20118,21246
20119,20766
20120,20329
20121,19910
20122,20013
20123,20790
20124,20834
20125,20276
20126,19899
20127,19690
20128,18878
20129,17921
20130,17024
20131,16324
20132,16322
20133,16318
20134,16408
20135,16625
20136,17378
20137,17959
20138,18508
20139,19973
20140,20932
20141,20955
20142,21041
20143,20711
20144,20107
20145,19997
20146,20247
20147,20672
20148,20834
20149,20984
20150,20935
20151,20472
20152,19687
20153,18703
20154,17573
20155,16813
20156,16138
20157,15905
20158,16142
20159,16249
20160,16915
20161,17965
20162,19093
20163,20427
20164,21790
20165,22038
20166,21445
20167,21665
20168,21020
20169,20753
20170,21172
20171,21246
20172,21177
20173,21535
20174,21259
20175,21398
20176,21765
20177,21558
20178,20164
20179,18092
20180,16821
20181,16512
20182,16499
20183,16768
20184,17254
20185,18354
20186,21152
20187,22263
20188,23208
20189,23216
20190,22872
20191,23175
20192,22704
20193,22419
20194,22483
20195,22307
20196,22161
20197,22769
20198,22318
20199,22802
20200,22669
20201,21881
20202,20042
20203,19649
20204,17641
20205,17555
20206,17945
20207,18987
20208,19522
20209,20151
20210,21932
20211,23082
20212,24298
20213,24750
20214,24596
20215,24624
20216,23873
20217,23797
20218,23128
20219,23514
20220,23459
20221,23351
20222,23367
20223,22847
20224,22802
20225,21686
20226,19630
20227,18113
20228,17561
20229,17071
20230,17180
20231,17347
20232,18279
20233,20301
20234,21890
20235,22926
20236,24070
20237,24981
20238,25058
20239,24752
20240,23519
20241,22829
20242,22858
20243,22405
20244,21970
20245,22639
20246,21927
20247,22007
20248,22013
20249,22435
20250,21798
20251,18920
20252,17986
20253,17616
20254,17744
20255,18040
20256,19361
20257,20182
20258,21582
20259,22774
20260,23729
20261,24144
20262,24045
20263,24045
20264,24023
20265,23530
20266,23650
20267,23594
20268,23514
20269,23927
20270,23721
20271,23107
20272,22652
20273,22514
20274,21150
20275,18694
20276,17281
20277,16980
20278,16918
20279,17106
20280,18203
20281,19503
20282,20673
20283,22139
20284,23387
20285,23357
20286,23049
20287,22747
20288,21961
20289,21390
20290,20316
20291,20299
20292,20689
20293,20728
20294,20529
20295,20295
20296,19499
20297,18549
20298,17714
20299,17397
20300,17031
20301,16990
20302,16990
20303,17468
20304,18360
20305,18377
20306,19800
20307,20720
20308,21911
20309,22190
20310,22215
20311,21048
20312,20935
20313,20413
20314,20548
20315,21061
20316,21646
20317,21737
20318,21629
20319,21383
20320,20979
20321,19618
20322,19121
20323,18118
20324,17704
20325,17008
20326,17410
20327,17661
20328,18342
20329,20691
20330,21758
20331,22743
20332,23395
20333,23758
20334,23574
20335,23689
20336,23378
20337,23561
20338,23131
20339,23336
20340,23093
20341,23235
20342,23207
20343,23217
20344,23432
20345,22632
20346,20938
20347,18764
20348,17671
20349,17459
20350,17848
20351,18479
20352,19590
20353,20733
20354,22677
20355,23356
20356,24263
20357,24103
20358,24044
20359,23509
20360,23575
20361,23052
20362,22906
20363,23169
20364,22403
20365,22468
20366,22461
20367,22404
20368,22660
20369,22615
20370,20819
20371,18609
20372,17719
20373,17780
20374,17765
20375,18128
20376,19205
20377,19873
20378,21620
20379,22878
20380,23433
20381,23789
20382,23474
20383,23589
20384,23062
20385,22349
20386,22153
20387,21834
20388,22586
20389,22592
20390,22401
20391,22025
20392,22594
20393,21857
20394,20047
20395,17392
20396,16723
20397,16476
20398,16725
20399,17191
20400,17741
20401,18267
20402,20502
20403,22752
20404,23343
20405,23718
20406,22583
20407,21930
20408,21800
20409,21061
20410,20828
20411,20400
20412,20687
20413,20945
20414,20607
20415,22896
20416,22592
20417,22479
20418,20450
20419,18183
20420,17013
20421,16868
20422,16843
20423,17004
20424,17362
20425,18621
20426,20276
20427,21930
20428,22959
20429,23370
20430,23270
20431,23311
20432,22484
20433,21891
20434,21909
20435,21999
20436,22380
20437,21278
20438,20490
20439,19499
20440,18872
20441,17665
20442,17459
20443,16374
20444,16189
20445,16264
20446,16409
20447,17012
20448,17205
20449,18206
20450,18856
20451,20103
20452,20636
20453,21141
20454,20994
20455,21320
20456,20678
20457,19967
20458,19608
20459,19736
20460,19917
20461,19894
20462,19737
20463,19233
20464,18632
20465,17623
20466,16881
20467,16579
20468,16383
20469,16296
20470,16533
20471,17468
20472,17665
20473,18353
20474,19554
20475,21139
20476,21460
20477,21458
20478,21597
20479,21470
20480,20885
20481,20658
20482,20636
20483,20618
20484,20904
20485,20667
20486,20292
20487,19761
20488,19367
20489,18153
20490,17437
20491,17002
20492,16551
20493,16750
20494,16757
20495,17473
20496,18403
20497,19477
20498,20412
20499,22186
20500,22991
20501,23174
20502,23061
20503,23520
20504,23019
20505,22641
20506,23669
20507,23364
20508,23100
20509,23670
20510,23618
20511,23246
20512,22679
20513,22107
20514,19970
20515,17758
20516,17035
20517,17097
20518,17248
20519,17704
20520,18561
20521,19033
20522,20907
20523,22320
20524,23504
20525,23478
20526,23002
20527,23843
20528,23375
20529,23096
20530,24152
20531,24088
20532,23701
20533,23833
20534,24250
20535,23410
20536,23460
20537,22309
20538,21058
20539,18875
20540,17880
20541,17987
20542,18275
20543,18830
20544,20265
20545,21258
20546,22391
20547,23643
20548,24445
20549,25200
20550,25304
20551,24862
20552,23913
20553,23704
20554,24751
20555,24729
20556,24686
20557,24739
20558,24560
20559,24381
20560,24067
20561,23482
20562,21687
20563,19635
20564,17841
20565,17374
20566,17654
20567,18186
20568,19837
20569,20614
20570,22538
20571,23389
20572,24202
20573,24399
20574,24443
20575,24247
20576,23690
20577,23952
20578,23685
20579,23627
20580,23469
20581,23328
20582,22183
20583,21890
20584,21356
20585,20695
20586,19425
20587,17868
20588,17123
20589,16781
20590,16937
20591,17349
20592,18542
20593,19403
20594,22095
20595,23800
20596,24626
20597,24535
20598,24834
20599,25045
20600,24483
20601,23568
20602,23336
20603,23631
20604,23534
20605,23224
20606,22150
20607,21697
20608,21650
20609,21918
20610,19775
20611,18190
20612,17350
20613,16825
20614,17266
20615,17415
20616,17687
20617,18444
20618,20717
20619,21875
20620,22753
20621,22684
20622,22755
20623,22391
20624,21815
20625,21465
20626,20877
20627,21091
20628,21052
20629,20855
20630,20634
20631,20042
20632,19161
20633,17954
20634,17719
20635,17119
20636,17306
20637,16982
20638,17001
20639,17452
20640,18485
20641,19493
20642,20084
20643,21403
20644,21270
20645,21773
20646,21746
20647,21745
20648,21537
20649,21096
20650,20856
20651,21332
20652,21409
20653,21338
20654,21323
20655,20694
20656,19723
20657,18515
20658,17903
20659,17500
20660,17326
20661,17406
20662,17632
20663,17532
20664,18291
20665,19171
20666,20782
20667,22823
20668,22715
20669,22790
20670,23000
20671,23325
20672,22971
20673,22821
20674,22945
20675,23244
20676,23409
20677,23273
20678,22988
20679,22535
20680,22308
20681,21223
20682,20125
20683,18318
20684,17973
20685,17831
20686,17775
20687,18333
20688,19031
20689,20098
20690,22421
20691,23428
20692,24430
20693,24372
20694,24627
20695,24742
20696,24592
20697,24398
20698,24600
20699,24759
20700,24696
20701,24793
20702,24792
20703,24550
20704,23736
20705,23136
20706,21233
20707,19555
20708,18530
20709,18667
20710,19281
20711,19986
20712,20919
20713,21797
20714,23113
20715,24238
20716,24848
20717,24737
20718,25032
20719,25009
20720,24890
20721,24710
20722,24190
20723,24256
20724,24385
20725,24368
20726,24047
20727,23685
20728,23570
20729,22668
20730,20467
20731,18472
20732,19012
20733,18506
20734,18973
20735,20388
20736,21263
20737,21896
20738,23406
20739,24423
20740,25010
20741,25142
20742,25570
20743,25810
20744,25600
20745,25154
20746,25132
20747,25163
20748,25231
20749,25219
20750,25012
20751,24621
20752,23952
20753,22227
20754,20604
20755,18991
20756,18323
20757,18340
20758,18183
20759,19799
20760,20975
20761,21564
20762,22951
20763,23987
20764,24977
20765,24517
20766,24972
20767,25042
20768,24623
20769,24381
20770,25516
20771,25306
20772,24973
20773,25023
20774,24668
20775,24322
20776,23784
20777,22141
20778,20969
20779,18887
20780,18090
20781,17912
20782,18055
20783,18402
20784,19427
20785,20768
20786,22798
20787,23216
20788,24179
20789,23993
20790,24083
20791,24067
20792,23953
20793,23497
20794,22983
20795,23048
20796,23111
20797,22817
20798,22155
20799,21238
20800,20189
20801,18645
20802,17816
20803,17704
20804,17789
20805,18507
20806,18925
20807,19214
20808,20505
20809,21604
20810,22015
20811,22510
20812,23087
20813,23164
20814,23343
20815,23320
20816,22965
20817,22571
20818,23083
20819,23274
20820,23346
20821,23243
20822,22919
20823,22023
20824,20591
20825,19034
20826,18089
20827,17785
20828,17727
20829,17882
20830,18644
20831,19455
20832,20665
20833,21841
20834,23011
20835,23799
20836,24360
20837,24287
20838,24725
20839,24883
20840,24610
20841,24277
20842,24008
20843,24052
20844,24103
20845,24340
20846,23884
20847,23463
20848,22748
20849,21587
20850,19966
20851,18448
20852,17997
20853,18036
20854,18100
20855,18817
20856,18848
20857,20306
20858,22272
20859,23332
20860,24184
20861,24292
20862,24591
20863,24814
20864,24392
20865,24314
20866,24283
20867,24069
20868,23734
20869,23851
20870,23515
20871,22945
20872,22462
20873,21768
20874,20055
20875,18953
20876,18437
20877,18338
20878,18132
20879,18505
20880,19148
20881,20492
20882,22375
20883,23213
20884,23904
20885,23883
20886,23990
20887,24310
20888,24008
20889,24126
20890,23895
20891,23884
20892,23988
20893,23893
20894,23021
20895,22625
20896,22715
20897,21902
20898,20175
20899,18716
20900,18179
20901,18044
20902,18640
20903,19634
20904,20536
20905,21405
20906,22881
20907,23842
20908,24412
20909,24644
20910,24885
20911,25235
20912,24765
20913,24448
20914,24371
20915,24546
20916,24248
20917,24443
20918,24202
20919,23992
20920,22688
20921,22527
20922,21388
20923,19888
20924,19261
20925,19203
20926,19892
20927,20402
20928,20641
20929,21402
20930,22955
20931,23857
20932,24249
20933,24694
20934,25101
20935,25139
20936,24832
20937,24698
20938,24495
20939,24550
20940,24088
20941,23948
20942,23817
20943,23044
20944,22438
20945,20710
20946,18924
20947,17996
20948,16971
20949,17235
20950,17669
20951,17811
20952,19146
20953,19750
20954,21677
20955,22840
20956,23010
20957,22837
20958,23166
20959,22814
20960,22580
20961,21829
20962,20741
20963,20562
20964,20414
20965,20309
20966,20144
20967,19590
20968,18634
20969,17501
20970,17069
20971,16912
20972,17159
20973,17254
20974,18076
20975,17440
20976,17918
20977,18508
20978,19106
20979,20530
20980,20173
20981,20376
20982,20456
20983,21126
20984,20626
20985,20050
20986,20129
20987,20410
20988,20581
20989,20491
20990,20253
20991,19966
20992,19424
20993,18412
20994,17663
20995,17432
20996,17237
20997,17254
20998,17741
20999,17811
21000,18797
21001,19439
21002,21343
21003,22618
21004,23226
21005,23096
21006,23409
21007,23832
21008,23507
21009,22970
21010,23018
21011,23389
21012,23453
21013,24511
21014,24100
21015,23835
21016,22969
21017,21829
21018,20142
21019,18832
21020,18254
21021,18297
21022,18417
21023,18575
21024,19532
21025,20736
21026,22858
21027,23975
21028,24226
21029,24404
21030,24748
21031,25108
21032,25103
21033,24607
21034,24062
21035,24133
21036,24623
21037,25022
21038,24583
21039,23969
21040,23229
21041,22612
21042,21150
21043,19527
21044,18903
21045,18870
21046,19547
21047,20955
21048,21440
21049,22059
21050,23038
21051,24029
21052,24736
21053,24891
21054,25032
21055,25199
21056,24885
21057,24587
21058,24560
21059,24641
21060,24748
21061,24956
21062,24206
21063,23796
21064,23375
21065,22223
21066,20767
21067,19113
21068,18656
21069,18694
21070,19163
21071,20140
21072,20813
21073,22206
21074,23144
21075,24335
21076,24972
21077,25021
21078,25430
21079,25745
21080,25402
21081,25199
21082,25274
21083,24731
21084,24602
21085,24474
21086,24167
21087,23825
21088,23488
21089,22371
21090,20584
21091,18942
21092,18442
21093,18353
21094,18490
21095,19628
21096,20700
21097,21655
21098,22934
21099,23936
21100,24552
21101,24647
21102,24923
21103,24887
21104,24869
21105,24217
21106,23730
21107,24189
21108,23966
21109,23557
21110,23095
21111,22292
21112,21659
21113,20898
21114,20016
21115,18439
21116,18147
21117,18042
21118,17959
21119,17711
21120,19252
21121,19866
21122,21213
21123,21878
21124,22288
21125,22205
21126,22567
21127,22883
21128,23013
21129,21858
21130,21567
21131,21668
21132,22471
21133,21869
21134,21574
21135,20829
21136,19958
21137,18608
21138,18132
21139,17834
21140,17808
21141,18140
21142,17959
21143,19354
21144,20170
21145,20095
21146,19278
21147,20767
21148,21210
21149,21323
21150,21733
21151,21857
21152,21642
21153,21577
21154,21746
21155,21939
21156,22191
21157,22115
21158,20624
