,production
8496,28732
8497,30501
8498,31656
8499,34034
8500,34933
8501,35501
8502,36192
8503,35449
8504,34027
8505,33856
8506,33621
8507,34566
8508,35181
8509,35553
8510,35810
8511,36152
8512,35669
8513,35050
8514,32591
8515,31654
8516,31121
8517,31012
8518,30472
8519,31274
8520,31443
8521,32308
8522,33483
8523,34306
8524,35123
8525,35673
8526,36042
8527,34932
8528,33115
8529,32004
8530,32497
8531,32707
8532,32915
8533,32873
8534,33680
8535,33831
8536,32978
8537,33159
8538,31797
8539,31070
8540,30546
8541,30162
8542,30073
8543,29975
8544,30316
8545,30790
8546,31129
8547,32595
8548,33184
8549,33757
8550,34023
8551,32691
8552,30657
8553,30156
8554,30566
8555,31466
8556,32007
8557,32902
8558,34006
8559,34053
8560,33844
8561,33081
8562,32179
8563,31874
8564,31537
8565,30888
8566,31173
8567,31811
8568,31989
8569,32742
8570,33640
8571,34452
8572,34996
8573,35791
8574,36194
8575,34806
8576,32860
8577,32025
8578,32312
8579,32978
8580,33585
8581,34124
8582,34945
8583,36319
8584,36194
8585,34432
8586,32313
8587,31140
8588,30571
8589,30120
8590,29845
8591,30481
8592,31787
8593,32325
8594,33328
8595,34048
8596,34704
8597,35374
8598,35450
8599,34152
8600,32232
8601,31521
8602,31594
8603,32189
8604,32062
8605,33098
8606,34103
8607,34855
8608,34530
8609,32629
8610,30383
8611,29503
8612,29638
8613,29813
8614,29727
8615,30465
8616,30578
8617,32048
8618,32925
8619,33614
8620,34352
8621,34604
8622,34424
8623,33505
8624,31462
8625,30762
8626,30814
8627,31448
8628,31619
8629,32120
8630,33080
8631,33768
8632,33357
8633,31945
8634,30184
8635,29324
8636,29219
8637,29186
8638,29160
8639,29919
8640,30462
8641,31477
8642,32851
8643,33664
8644,34376
8645,35104
8646,35653
8647,34911
8648,33730
8649,33157
8650,33367
8651,33593
8652,33912
8653,33672
8654,34019
8655,33920
8656,33477
8657,32197
8658,30214
8659,29155
8660,28737
8661,28454
8662,28492
8663,29563
8664,29719
8665,30677
8666,32179
8667,33199
8668,33954
8669,34704
8670,35385
8671,34707
8672,33395
8673,32989
8674,33170
8675,33289
8676,33621
8677,33705
8678,33843
8679,33609
8680,33175
8681,31851
8682,29720
8683,28460
8684,28418
8685,28301
8686,28848
8687,29267
8688,29736
8689,30501
8690,31566
8691,32103
8692,32875
8693,33481
8694,34041
8695,32884
8696,31800
8697,31374
8698,31450
8699,31498
8700,31648
8701,31379
8702,31172
8703,30465
8704,30194
8705,29600
8706,28500
8707,27554
8708,27931
8709,27595
8710,28439
8711,28592
8712,29285
8713,29972
8714,30959
8715,31723
8716,32338
8717,32936
8718,33653
8719,32672
8720,30399
8721,29661
8722,31299
8723,31990
8724,32304
8725,32036
8726,33057
8727,31508
8728,31153
8729,29518
8730,28079
8731,27595
8732,27038
8733,27244
8734,27632
8735,27857
8736,29047
8737,29567
8738,30403
8739,31316
8740,31263
8741,32756
8742,32941
8743,32445
8744,30705
8745,29974
8746,30346
8747,29972
8748,30058
8749,30254
8750,30628
8751,30848
8752,31026
8753,30600
8754,29926
8755,29046
8756,28445
8757,28616
8758,28847
8759,28998
8760,28972
8761,29913
8762,30576
8763,31349
8764,31983
8765,32617
8766,33229
8767,32451
8768,30826
8769,30049
8770,29956
8771,30607
8772,31133
8773,30985
8774,30789
8775,30682
8776,30038
8777,29367
8778,27420
8779,25755
8780,25623
8781,25804
8782,26310
8783,26741
8784,27219
8785,29616
8786,31895
8787,32949
8788,33447
8789,35219
8790,35540
8791,34748
8792,32920
8793,32853
8794,33745
8795,33604
8796,33991
8797,33641
8798,33497
8799,34304
8800,34135
8801,34172
8802,32203
8803,31046
8804,30846
8805,31058
8806,31219
8807,31187
8808,31953
8809,32954
8810,33997
8811,34659
8812,35321
8813,35916
8814,36259
8815,35327
8816,32689
8817,31209
8818,30952
8819,31743
8820,32579
8821,32404
8822,32460
8823,33508
8824,32966
8825,31452
8826,28879
8827,27148
8828,26570
8829,26045
8830,26168
8831,26249
8832,26252
8833,27885
8834,28712
8835,29918
8836,30326
8837,31967
8838,32786
8839,32160
8840,30734
8841,30652
8842,31398
8843,32037
8844,32055
8845,31304
8846,31041
8847,30716
8848,29885
8849,29220
8850,27807
8851,27001
8852,26659
8853,26609
8854,27119
8855,27371
8856,28429
8857,29310
8858,30991
8859,31980
8860,32950
8861,34389
8862,34556
8863,34149
8864,32389
8865,31755
8866,31942
8867,32084
8868,31850
8869,32715
8870,33816
8871,33260
8872,32716
8873,31956
8874,30778
8875,30016
8876,29565
8877,29280
8878,29064
8879,29743
8880,30393
8881,31175
8882,32178
8883,32605
8884,32862
8885,33189
8886,32924
8887,32011
8888,30498
8889,29577
8890,29175
8891,28562
8892,28656
8893,28152
8894,27668
8895,26669
8896,25869
8897,24693
8898,23552
8899,22911
8900,22463
8901,22374
8902,22351
8903,22736
8904,22775
8905,23649
8906,24487
8907,25470
8908,25689
8909,26484
8910,26512
8911,26290
8912,25302
8913,25595
8914,24981
8915,25054
8916,25728
8917,24616
8918,24207
8919,23157
8920,22595
8921,21692
8922,21008
8923,20588
8924,20574
8925,20932
8926,21306
8927,22116
8928,24248
8929,25030
8930,26310
8931,27425
8932,27967
8933,28995
8934,29620
8935,29382
8936,28727
8937,28209
8938,28322
8939,28796
8940,29151
8941,29109
8942,28883
8943,28757
8944,28147
8945,27419
8946,26665
8947,26108
8948,25919
8949,26000
8950,25951
8951,26288
8952,27622
8953,28722
8954,30876
8955,32493
8956,33915
8957,34554
8958,35430
8959,35252
8960,33920
8961,33389
8962,34617
8963,33772
8964,33794
8965,33712
8966,34542
8967,34499
8968,34762
8969,34528
8970,32256
8971,30494
8972,30646
8973,29836
8974,29942
8975,29902
8976,29887
8977,31022
8978,31821
8979,32211
8980,32630
8981,32738
8982,33136
8983,32615
8984,31339
8985,30650
8986,30686
8987,30955
8988,30546
8989,31236
8990,31922
8991,32032
8992,31382
8993,29977
8994,28434
8995,27261
8996,27013
8997,26242
8998,26373
8999,27101
9000,27836
9001,29317
9002,30349
9003,31386
9004,32138
9005,32700
9006,33097
9007,32642
9008,31201
9009,30693
9010,31212
9011,31736
9012,32256
9013,32448
9014,32702
9015,32272
9016,32003
9017,30222
9018,28947
9019,27931
9020,27437
9021,27090
9022,26837
9023,28084
9024,29312
9025,29889
9026,31470
9027,32039
9028,32666
9029,33379
9030,33954
9031,33609
9032,32549
9033,32333
9034,32460
9035,33154
9036,33529
9037,33266
9038,33432
9039,33055
9040,32489
9041,31595
9042,31030
9043,30098
9044,29887
9045,30114
9046,29949
9047,30177
9048,31079
9049,31890
9050,32804
9051,33955
9052,34719
9053,35509
9054,36081
9055,35727
9056,34312
9057,33575
9058,33615
9059,34170
9060,35087
9061,35899
9062,36749
9063,37114
9064,36752
9065,36129
9066,35040
9067,34403
9068,34212
9069,33723
9070,34093
9071,34385
9072,34176
9073,35122
9074,36395
9075,37006
9076,37045
9077,36742
9078,37329
9079,36571
9080,34651
9081,33574
9082,34067
9083,34736
9084,35143
9085,36266
9086,36886
9087,37426
9088,37254
9089,36348
9090,35941
9091,35150
9092,36175
9093,35451
9094,35118
9095,35332
9096,35709
9097,35963
9098,36564
9099,36512
9100,37080
9101,37144
9102,37421
9103,37202
9104,36318
9105,35969
9106,36381
9107,36685
9108,36463
9109,36554
9110,38455
9111,37768
9112,37406
9113,36944
9114,37037
9115,35798
9116,35867
9117,35257
9118,35544
9119,35686
9120,35777
9121,36353
9122,36658
9123,37358
9124,37567
9125,38129
9126,38337
9127,38161
9128,36713
9129,35733
9130,36110
9131,36724
9132,38225
9133,38339
9134,38531
9135,38508
9136,38452
9137,37395
9138,36429
9139,36327
9140,35479
9141,35516
9142,35930
9143,35804
9144,36242
9145,36933
9146,37378
9147,38045
9148,38226
9149,38338
9150,38300
9151,37652
9152,35795
9153,34438
9154,34070
9155,33971
9156,34102
9157,34502
9158,35608
9159,36414
9160,36562
9161,34548
9162,31928
9163,30271
9164,29113
9165,28686
9166,28164
9167,29239
9168,29552
9169,30843
9170,32813
9171,33609
9172,33733
9173,34025
9174,34736
9175,33166
9176,33669
9177,33051
9178,33512
9179,33461
9180,33556
9181,33606
9182,34061
9183,33889
9184,34133
9185,32610
9186,29570
9187,27943
9188,27750
9189,27797
9190,27887
9191,28086
9192,28440
9193,29719
9194,30998
9195,31768
9196,32542
9197,32995
9198,33297
9199,32593
9200,31520
9201,30359
9202,30467
9203,30341
9204,30353
9205,29952
9206,28911
9207,28293
9208,26428
9209,25146
9210,24498
9211,24136
9212,23985
9213,23884
9214,24060
9215,24503
9216,25149
9217,26212
9218,27146
9219,28728
9220,30188
9221,31082
9222,32014
9223,31549
9224,30591
9225,29734
9226,30607
9227,30846
9228,30674
9229,30631
9230,29905
9231,28911
9232,28310
9233,26812
9234,25393
9235,24628
9236,24613
9237,24984
9238,26152
9239,25700
9240,27059
9241,28240
9242,29274
9243,29716
9244,30705
9245,31437
9246,31940
9247,31667
9248,30626
9249,30156
9250,30434
9251,30543
9252,31045
9253,31468
9254,31814
9255,32442
9256,32078
9257,30514
9258,27796
9259,26268
9260,26414
9261,25987
9262,27111
9263,26933
9264,28497
9265,29278
9266,30582
9267,31604
9268,32266
9269,33079
9270,33232
9271,32417
9272,31013
9273,30841
9274,30774
9275,30830
9276,30949
9277,31140
9278,31614
9279,31693
9280,32769
9281,31329
9282,29250
9283,27450
9284,26950
9285,26808
9286,28250
9287,28352
9288,28920
9289,29996
9290,31424
9291,32511
9292,33425
9293,34160
9294,34578
9295,34105
9296,32849
9297,32581
9298,32687
9299,32824
9300,32718
9301,33608
9302,34025
9303,34559
9304,34473
9305,32369
9306,29914
9307,28748
9308,28103
9309,27994
9310,27882
9311,28528
9312,29528
9313,31620
9314,32816
9315,33881
9316,34726
9317,34806
9318,35413
9319,34711
9320,33376
9321,32760
9322,32745
9323,33074
9324,33318
9325,33535
9326,33928
9327,34451
9328,34200
9329,32370
9330,29907
9331,28869
9332,28696
9333,28307
9334,28329
9335,28887
9336,29506
9337,31141
9338,32109
9339,33259
9340,34046
9341,34840
9342,35319
9343,34681
9344,33019
9345,32400
9346,33167
9347,33029
9348,33115
9349,33653
9350,33783
9351,34260
9352,33948
9353,31951
9354,29215
9355,27211
9356,27546
9357,27538
9358,28464
9359,28234
9360,28733
9361,29628
9362,30992
9363,31976
9364,32637
9365,33222
9366,33886
9367,33134
9368,31797
9369,31018
9370,31381
9371,31931
9372,31133
9373,31160
9374,30970
9375,30069
9376,28699
9377,27854
9378,27030
9379,26319
9380,26267
9381,26073
9382,26564
9383,26908
9384,27343
9385,28171
9386,29463
9387,29998
9388,30558
9389,31009
9390,31401
9391,30460
9392,29091
9393,29139
9394,28687
9395,29249
9396,29383
9397,29489
9398,29439
9399,28427
9400,26956
9401,25806
9402,24554
9403,23670
9404,23965
9405,24464
9406,25309
9407,25378
9408,26310
9409,26818
9410,28127
9411,29159
9412,29759
9413,31004
9414,31562
9415,31082
9416,30137
9417,30033
9418,29824
9419,29401
9420,30033
9421,30303
9422,30090
9423,30008
9424,29238
9425,27203
9426,24799
9427,23953
9428,23224
9429,23125
9430,23269
9431,23608
9432,24467
9433,26129
9434,27916
9435,29725
9436,30476
9437,31138
9438,31594
9439,31784
9440,29835
9441,28963
9442,28939
9443,28651
9444,28833
9445,29944
9446,29894
9447,30727
9448,30259
9449,28704
9450,26711
9451,25632
9452,25395
9453,24947
9454,25238
9455,25516
9456,25848
9457,27431
9458,29626
9459,29999
9460,30729
9461,31610
9462,31888
9463,31095
9464,29108
9465,27700
9466,28244
9467,28379
9468,29438
9469,29406
9470,28790
9471,28777
9472,28161
9473,25600
9474,24132
9475,22721
9476,22059
9477,22163
9478,21662
9479,22319
9480,22512
9481,24325
9482,25802
9483,27115
9484,28083
9485,28578
9486,28910
9487,28011
9488,26368
9489,25659
9490,25377
9491,25913
9492,25936
9493,26976
9494,26716
9495,27122
9496,26724
9497,25097
9498,22947
9499,21790
9500,21727
9501,21691
9502,22108
9503,23004
9504,23040
9505,24425
9506,26790
9507,27787
9508,29300
9509,30564
9510,31263
9511,29681
9512,28439
9513,27733
9514,27668
9515,28237
9516,27835
9517,28143
9518,28894
9519,29166
9520,28055
9521,26437
9522,23698
9523,22329
9524,21739
9525,21589
9526,21609
9527,22011
9528,22498
9529,23126
9530,23976
9531,25555
9532,26496
9533,26804
9534,27710
9535,26543
9536,24993
9537,23682
9538,23762
9539,23953
9540,23912
9541,24312
9542,24262
9543,24298
9544,23489
9545,22425
9546,21728
9547,21170
9548,21161
9549,20981
9550,21113
9551,21616
9552,22448
9553,23177
9554,24159
9555,24918
9556,25799
9557,27406
9558,28353
9559,27280
9560,25337
9561,24657
9562,24703
9563,25207
9564,25989
9565,26231
9566,26185
9567,25855
9568,24352
9569,23205
9570,21688
9571,21157
9572,20860
9573,20906
9574,20938
9575,22415
9576,23135
9577,24661
9578,25953
9579,26759
9580,27401
9581,28430
9582,28909
9583,28226
9584,27407
9585,26492
9586,26399
9587,27365
9588,27605
9589,27790
9590,27781
9591,28216
9592,27587
9593,26548
9594,23842
9595,22339
9596,22086
9597,22068
9598,22279
9599,22701
9600,23099
9601,25176
9602,27294
9603,28973
9604,30070
9605,31182
9606,31811
9607,30832
9608,30250
9609,29514
9610,29627
9611,29436
9612,29718
9613,29710
9614,29343
9615,29587
9616,29599
9617,28246
9618,26119
9619,24877
9620,24607
9621,24507
9622,24141
9623,24410
9624,25417
9625,27277
9626,28849
9627,30850
9628,31443
9629,32588
9630,33374
9631,32352
9632,31617
9633,31437
9634,30892
9635,31265
9636,30895
9637,30947
9638,31234
9639,31548
9640,31488
9641,30004
9642,28305
9643,27179
9644,26634
9645,26347
9646,26370
9647,26266
9648,27775
9649,29163
9650,31040
9651,30798
9652,32184
9653,32823
9654,32834
9655,31757
9656,29583
9657,28379
9658,28215
9659,28564
9660,28940
9661,29027
9662,29765
9663,30739
9664,31083
9665,29280
9666,26328
9667,25257
9668,24053
9669,23685
9670,23676
9671,23921
9672,25056
9673,26580
9674,28271
9675,28686
9676,29506
9677,30653
9678,31291
9679,30261
9680,29053
9681,27857
9682,28360
9683,28902
9684,28339
9685,29172
9686,29671
9687,29524
9688,29220
9689,27862
9690,25758
9691,24281
9692,23824
9693,23574
9694,23913
9695,24353
9696,24734
9697,25438
9698,26774
9699,27898
9700,28571
9701,28900
9702,29629
9703,28957
9704,27434
9705,25839
9706,27437
9707,27142
9708,27207
9709,27025
9710,27086
9711,27328
9712,26568
9713,25970
9714,24870
9715,24164
9716,23716
9717,23550
9718,23749
9719,23408
9720,24359
9721,24497
9722,25648
9723,25966
9724,26350
9725,26946
9726,27190
9727,26121
9728,24309
9729,23357
9730,23899
9731,24358
9732,24787
9733,25079
9734,25061
9735,24246
9736,23185
9737,21678
9738,20842
9739,20322
9740,20082
9741,19978
9742,20068
9743,20178
9744,20742
9745,21691
9746,22648
9747,23614
9748,24385
9749,25189
9750,25979
9751,25067
9752,24053
9753,23886
9754,24243
9755,24659
9756,24965
9757,25628
9758,25807
9759,26492
9760,26855
9761,24759
9762,23690
9763,23208
9764,22972
9765,22981
9766,23221
9767,23527
9768,24102
9769,24939
9770,26028
9771,27078
9772,27846
9773,28594
9774,29029
9775,28531
9776,27428
9777,27339
9778,27785
9779,28218
9780,28532
9781,28767
9782,29348
9783,29976
9784,29836
9785,28521
9786,27117
9787,26132
9788,25611
9789,25484
9790,25485
9791,25573
9792,26255
9793,27204
9794,28918
9795,30519
9796,30973
9797,32105
9798,32742
9799,31916
9800,30194
9801,28584
9802,29276
9803,27774
9804,28712
9805,29162
9806,29848
9807,31775
9808,31411
9809,30040
9810,27619
9811,25587
9812,25091
9813,24878
9814,24771
9815,24834
9816,25021
9817,26044
9818,27350
9819,29062
9820,28867
9821,29534
9822,30033
9823,28493
9824,26174
9825,25386
9826,25307
9827,25299
9828,25329
9829,25681
9830,25803
9831,26710
9832,27892
9833,26042
9834,23728
9835,22568
9836,22093
9837,21931
9838,22031
9839,22068
9840,22544
9841,23793
9842,24131
9843,24965
9844,25664
9845,26288
9846,26909
9847,26175
9848,24784
9849,24422
9850,24599
9851,24711
9852,24928
9853,25042
9854,25350
9855,26445
9856,26489
9857,25137
9858,23255
9859,22316
9860,21840
9861,21666
9862,21739
9863,21874
9864,22551
9865,23478
9866,24380
9867,25396
9868,26238
9869,27282
9870,27484
9871,27063
9872,25999
9873,25812
9874,25960
9875,26317
9876,26461
9877,26305
9878,26252
9879,25938
9880,25533
9881,24971
9882,24128
9883,23317
9884,22840
9885,22630
9886,22573
9887,23304
9888,24186
9889,24581
9890,25419
9891,25812
9892,26234
9893,26717
9894,28002
9895,27508
9896,25535
9897,25088
9898,25048
9899,25572
9900,25868
9901,25812
9902,27154
9903,25769
9904,25461
9905,24854
9906,23207
9907,22991
9908,22670
9909,22691
9910,22774
9911,22977
9912,23207
9913,23631
9914,25056
9915,25749
9916,25757
9917,26790
9918,27800
9919,26402
9920,25723
9921,25290
9922,25446
9923,26221
9924,27029
9925,27075
9926,28146
9927,28419
9928,28637
9929,26596
9930,24747
9931,23003
9932,22305
9933,22241
9934,21945
9935,23730
9936,23599
9937,24848
9938,26456
9939,27461
9940,27212
9941,27833
9942,27704
9943,25914
9944,24022
9945,23188
9946,23081
9947,23224
9948,23355
9949,23917
9950,24859
9951,24954
9952,24469
9953,23430
9954,20429
9955,18717
9956,18149
9957,17925
9958,17940
9959,18047
9960,19021
9961,20003
9962,21885
9963,22630
9964,23268
9965,24337
9966,24450
9967,22949
9968,21601
9969,21379
9970,21479
9971,21667
9972,21409
9973,21123
9974,20995
9975,21033
9976,20337
9977,19206
9978,17624
9979,16409
9980,16462
9981,16417
9982,17030
9983,17019
9984,17606
9985,18430
9986,19528
9987,20783
9988,22024
9989,23810
9990,24658
9991,23112
9992,21128
9993,20105
9994,20292
9995,20739
9996,21056
9997,21022
9998,21382
9999,22002
10000,21967
10001,21428
10002,18918
10003,17577
10004,17340
10005,17220
10006,17135
10007,17760
10008,17894
10009,19225
10010,20604
10011,21747
10012,23713
10013,25611
10014,25611
10015,23913
10016,21856
10017,21127
10018,21585
10019,22196
10020,22409
10021,22092
10022,22551
10023,23047
10024,23191
10025,22853
10026,19944
10027,18615
10028,18054
10029,18182
10030,17885
10031,18298
10032,18901
10033,19601
10034,20749
10035,21624
10036,23416
10037,24207
10038,23911
10039,22386
10040,20452
10041,20158
10042,20501
10043,20989
10044,21227
10045,21355
10046,21237
10047,20720
10048,19316
10049,18763
10050,17824
10051,17306
10052,17132
10053,17017
10054,17070
10055,17324
10056,18388
10057,18564
10058,19346
10059,20329
10060,21090
10061,22386
10062,22949
10063,21681
10064,19451
10065,19254
10066,19588
10067,19966
10068,20314
10069,20376
10070,20568
10071,20268
10072,19288
10073,19036
10074,17825
10075,17716
10076,17048
10077,17209
10078,17155
10079,17470
10080,18366
10081,19171
10082,20335
10083,21169
10084,22345
10085,22961
10086,23856
10087,22495
10088,21700
10089,21349
10090,21645
10091,22691
10092,22883
10093,22885
10094,23049
10095,23556
10096,23707
10097,22587
10098,19955
10099,18765
10100,18461
10101,18493
10102,18708
10103,19305
10104,19344
10105,21169
10106,22160
10107,23207
10108,23730
10109,25728
10110,25560
10111,23635
10112,22493
10113,22188
10114,22515
10115,22901
10116,23656
10117,24233
10118,24977
10119,25727
10120,26878
10121,26317
10122,23926
10123,22488
10124,22035
10125,21939
10126,21976
10127,22241
10128,23257
10129,23867
10130,25365
10131,26490
10132,27241
10133,28003
10134,27950
10135,26690
10136,25699
10137,26007
10138,25867
10139,26871
10140,27709
10141,27957
10142,28407
10143,29303
10144,29619
10145,29005
10146,26124
10147,24840
10148,24491
10149,24423
10150,24398
10151,24892
10152,26196
10153,26827
10154,28661
10155,28815
10156,29620
10157,30422
10158,30659
10159,30224
10160,27704
10161,27510
10162,27501
10163,27217
10164,27594
10165,27740
10166,27829
10167,29060
10168,28804
10169,28565
10170,25984
10171,24595
10172,24025
10173,23836
10174,24103
10175,24276
10176,24752
10177,25844
10178,28173
10179,29124
10180,29867
10181,30620
10182,31196
10183,29482
10184,27675
10185,26790
10186,27098
10187,27507
10188,27415
10189,28247
10190,28141
10191,28056
10192,27717
10193,25748
10194,23299
10195,21963
10196,21418
10197,21157
10198,21017
10199,20896
10200,21123
10201,21546
10202,22258
10203,23457
10204,24508
10205,26015
10206,26638
10207,25836
10208,24688
10209,24410
10210,24561
10211,24824
10212,25277
10213,25401
10214,25387
10215,25467
10216,24730
10217,24248
10218,23329
10219,22719
10220,22484
10221,22533
10222,22160
10223,22263
10224,22988
10225,23151
10226,24016
10227,24785
10228,25326
10229,25686
10230,26578
10231,25482
10232,23926
10233,23367
